lead_id,created_at,country,timezone_utc_offset,segment,channel,company_size_band,estimated_team_size,buyer_role,expected_mrr_usd,business_hours_start_local,business_hours_end_local
L100297,2026-01-09,PER,-5,SMB,Referral,11-50,49,Finance Lead,224.82,8,18
L100298,2026-02-24,MEX,-6,SMB,Marketplace,Solo,1,Operations,51.08,8,18
L100299,2026-03-20,MEX,-6,SMB,Outbound,11-50,12,Operations,143.0,8,18
L100300,2026-06-25,DOM,-4,SMB,Organic,11-50,22,Owner,189.3,8,18
L100301,2026-06-29,MEX,-6,SMB,Organic,Solo,1,Finance Lead,31.45,8,18
L100302,2026-01-28,MEX,-6,SMB,Marketplace,51-200,155,Owner,513.98,8,18
L100303,2026-06-11,DOM,-4,SMB,Paid Search,11-50,42,Finance Lead,146.64,8,18
L100304,2026-01-17,PER,-5,SMB,Paid Search,Solo,1,Finance Lead,44.89,8,18
L100305,2026-05-16,CRI,-6,SMB,Paid Search,11-50,20,Finance Lead,264.65,8,18
L100306,2026-06-03,CRI,-6,AccountantFirm,Organic,Solo,1,Partner,71.94,9,18
L100307,2026-06-11,COL,-5,SMB,Partner Program,2-10,9,Owner,85.41,8,18
L100308,2026-02-10,MEX,-6,SMB,Paid Search,2-10,6,Owner,74.55,8,18
L100309,2026-06-11,MEX,-6,SMB,Webinar,2-10,9,Owner,63.77,8,18
L100310,2026-01-21,COL,-5,SMB,Webinar,Solo,1,Owner,36.86,8,18
L100311,2026-04-04,CRI,-6,SMB,Organic,11-50,21,Finance Lead,149.6,8,18
L100312,2026-03-26,COL,-5,SMB,Paid Search,Solo,1,Owner,32.27,8,18
L100313,2026-02-27,COL,-5,AccountantFirm,Referral,2-10,8,Partner,156.85,9,18
L100314,2026-01-05,COL,-5,SMB,Paid Search,51-200,82,Finance Lead,470.3,8,18
L100315,2026-05-20,COL,-5,AccountantFirm,Outbound,11-50,16,Partner,433.99,9,18
L100316,2026-03-02,COL,-5,SMB,Paid Search,2-10,8,Owner,79.32,8,18
L100317,2026-04-30,MEX,-6,SMB,Referral,51-200,153,Operations,728.59,8,18
L100318,2026-03-16,MEX,-6,SMB,Organic,11-50,22,Operations,138.06,8,18
L100319,2026-03-09,COL,-5,SMB,Organic,2-10,7,Owner,79.9,8,18
L100320,2026-06-10,COL,-5,AccountantFirm,Webinar,11-50,48,Partner,296.25,9,18
L100321,2026-01-18,CRI,-6,AccountantFirm,Partner Program,11-50,24,Partner,370.27,9,18
L100322,2026-05-14,COL,-5,AccountantFirm,Webinar,2-10,6,Firm Owner,161.88,9,18
L100323,2026-05-16,MEX,-6,SMB,Paid Search,2-10,3,Finance Lead,56.71,8,18
L100324,2026-03-10,MEX,-6,AccountantFirm,Marketplace,2-10,6,Firm Owner,204.45,9,18
L100325,2026-02-17,MEX,-6,SMB,Organic,2-10,9,Owner,81.23,8,18
L100326,2026-01-01,PER,-5,AccountantFirm,Paid Search,Solo,1,Firm Owner,97.38,9,18
L100327,2026-06-19,DOM,-4,SMB,Paid Search,Solo,1,Operations,25.06,8,18
L100328,2026-06-21,PER,-5,SMB,Partner Program,2-10,7,Owner,69.84,8,18
L100329,2026-02-13,PER,-5,SMB,Paid Search,2-10,3,Owner,79.94,8,18
L100330,2026-01-06,COL,-5,SMB,Organic,2-10,8,Finance Lead,67.68,8,18
L100331,2026-01-23,COL,-5,SMB,Organic,Solo,1,Owner,30.5,8,18
L100332,2026-01-13,MEX,-6,AccountantFirm,Partner Program,Solo,1,Partner,64.7,9,18
L100333,2026-05-31,MEX,-6,AccountantFirm,Organic,2-10,5,Senior Accountant,273.43,9,18
L100334,2026-06-11,MEX,-6,AccountantFirm,Referral,Solo,1,Firm Owner,79.32,9,18
L100335,2026-01-28,COL,-5,SMB,Organic,2-10,2,Finance Lead,78.32,8,18
L100336,2026-05-16,COL,-5,SMB,Paid Search,11-50,35,Finance Lead,180.09,8,18
L100337,2026-02-02,MEX,-6,SMB,Organic,Solo,1,Owner,33.03,8,18
L100338,2026-03-08,DOM,-4,SMB,Referral,Solo,1,Finance Lead,23.98,8,18
L100339,2026-04-19,DOM,-4,SMB,Webinar,Solo,1,Owner,19.0,8,18
L100340,2026-05-11,PER,-5,SMB,Referral,51-200,95,Operations,437.83,8,18
L100341,2026-06-08,COL,-5,SMB,Paid Search,Solo,1,Owner,22.98,8,18
L100342,2026-01-09,MEX,-6,SMB,Outbound,51-200,196,Finance Lead,607.53,8,18
L100343,2026-02-05,PER,-5,SMB,Organic,2-10,10,Owner,58.55,8,18
L100344,2026-02-20,DOM,-4,SMB,Paid Search,2-10,8,Finance Lead,61.9,8,18
L100345,2026-02-26,MEX,-6,SMB,Paid Search,2-10,7,Owner,78.1,8,18
L100346,2026-06-30,MEX,-6,AccountantFirm,Organic,2-10,4,Firm Owner,183.44,9,18
L100347,2026-05-21,COL,-5,SMB,Paid Search,11-50,13,Finance Lead,163.05,8,18
L100348,2026-02-27,PER,-5,AccountantFirm,Partner Program,11-50,13,Senior Accountant,492.69,9,18
L100349,2026-06-25,DOM,-4,SMB,Marketplace,2-10,6,Owner,64.75,8,18
L100350,2026-04-01,MEX,-6,SMB,Outbound,Solo,1,Owner,39.51,8,18
L100351,2026-04-01,MEX,-6,SMB,Marketplace,2-10,4,Operations,48.53,8,18
L100352,2026-03-20,MEX,-6,AccountantFirm,Outbound,2-10,10,Senior Accountant,197.25,9,18
L100353,2026-01-27,COL,-5,SMB,Webinar,11-50,22,Owner,215.82,8,18
L100354,2026-06-19,CRI,-6,SMB,Webinar,2-10,3,Operations,89.78,8,18
L100355,2026-01-03,MEX,-6,SMB,Organic,51-200,173,Owner,585.42,8,18
L100356,2026-02-01,COL,-5,SMB,Outbound,2-10,9,Finance Lead,77.23,8,18
L100357,2026-02-11,MEX,-6,SMB,Outbound,2-10,5,Operations,56.4,8,18
L100358,2026-02-20,PER,-5,SMB,Partner Program,2-10,2,Owner,83.46,8,18
L100359,2026-01-24,MEX,-6,SMB,Marketplace,11-50,14,Owner,221.52,8,18
L100360,2026-01-04,MEX,-6,SMB,Organic,Solo,1,Owner,30.17,8,18
L100361,2026-05-03,DOM,-4,SMB,Outbound,2-10,6,Operations,41.46,8,18
L100362,2026-06-25,CRI,-6,SMB,Referral,11-50,45,Owner,298.15,8,18
L100363,2026-01-23,DOM,-4,AccountantFirm,Organic,2-10,5,Senior Accountant,164.69,9,18
L100364,2026-02-23,PER,-5,AccountantFirm,Webinar,51-200,53,Partner,568.08,9,18
L100365,2026-04-02,COL,-5,SMB,Organic,Solo,1,Owner,33.4,8,18
L100366,2026-06-17,PER,-5,SMB,Organic,2-10,5,Owner,60.56,8,18
L100367,2026-05-06,PER,-5,SMB,Referral,2-10,2,Owner,81.46,8,18
L100368,2026-05-19,MEX,-6,SMB,Organic,2-10,5,Operations,66.76,8,18
L100369,2026-04-16,DOM,-4,SMB,Outbound,2-10,6,Operations,66.74,8,18
L100370,2026-03-17,COL,-5,SMB,Organic,2-10,8,Owner,58.62,8,18
L100371,2026-02-06,MEX,-6,AccountantFirm,Referral,51-200,61,Senior Accountant,448.15,9,18
L100372,2026-06-06,COL,-5,SMB,Organic,2-10,6,Owner,63.05,8,18
L100373,2026-05-26,COL,-5,AccountantFirm,Outbound,11-50,18,Senior Accountant,362.32,9,18
L100374,2026-01-05,PER,-5,SMB,Organic,2-10,6,Owner,50.06,8,18
L100375,2026-05-10,COL,-5,SMB,Webinar,Solo,1,Operations,35.84,8,18
L100376,2026-01-16,MEX,-6,AccountantFirm,Partner Program,2-10,10,Partner,127.66,9,18
L100377,2026-05-14,COL,-5,SMB,Marketplace,11-50,40,Operations,125.18,8,18
L100378,2026-05-30,MEX,-6,AccountantFirm,Paid Search,11-50,44,Senior Accountant,273.57,9,18
L100379,2026-01-24,MEX,-6,SMB,Outbound,2-10,2,Owner,95.74,8,18
L100380,2026-03-20,COL,-5,SMB,Paid Search,Solo,1,Finance Lead,24.45,8,18
L100381,2026-01-23,DOM,-4,SMB,Outbound,2-10,8,Operations,49.4,8,18
L100382,2026-04-13,PER,-5,AccountantFirm,Webinar,2-10,9,Senior Accountant,225.91,9,18
L100383,2026-06-17,MEX,-6,SMB,Outbound,2-10,8,Finance Lead,67.4,8,18
L100384,2026-01-15,PER,-5,AccountantFirm,Partner Program,Solo,1,Partner,97.8,9,18
L100385,2026-03-13,DOM,-4,AccountantFirm,Referral,Solo,1,Partner,97.52,9,18
L100386,2026-06-26,MEX,-6,SMB,Outbound,2-10,9,Operations,67.74,8,18
L100387,2026-02-24,COL,-5,SMB,Webinar,Solo,1,Operations,29.81,8,18
L100388,2026-01-24,COL,-5,SMB,Referral,2-10,2,Owner,73.71,8,18
L100389,2026-03-30,PER,-5,AccountantFirm,Paid Search,Solo,1,Firm Owner,55.55,9,18
L100390,2026-04-03,MEX,-6,SMB,Organic,2-10,8,Owner,69.03,8,18
L100391,2026-04-30,MEX,-6,SMB,Marketplace,Solo,1,Owner,27.18,8,18
L100392,2026-02-26,CRI,-6,SMB,Outbound,11-50,44,Operations,230.41,8,18
L100393,2026-06-22,COL,-5,SMB,Outbound,2-10,4,Finance Lead,69.13,8,18
L100394,2026-04-05,CRI,-6,AccountantFirm,Marketplace,2-10,6,Senior Accountant,135.05,9,18
L100395,2026-02-21,COL,-5,SMB,Webinar,2-10,5,Owner,72.98,8,18
L100396,2026-06-23,PER,-5,SMB,Webinar,51-200,65,Finance Lead,481.28,8,18
L100397,2026-06-17,COL,-5,SMB,Marketplace,2-10,3,Finance Lead,93.8,8,18
L100398,2026-04-01,COL,-5,SMB,Webinar,Solo,1,Finance Lead,35.29,8,18
L100399,2026-01-05,DOM,-4,SMB,Outbound,2-10,4,Operations,89.33,8,18
L100400,2026-04-19,COL,-5,AccountantFirm,Partner Program,2-10,2,Partner,181.88,9,18
L100401,2026-04-11,PER,-5,SMB,Paid Search,2-10,6,Owner,44.8,8,18
L100402,2026-01-27,DOM,-4,SMB,Paid Search,2-10,2,Finance Lead,73.06,8,18
L100403,2026-04-25,COL,-5,AccountantFirm,Webinar,11-50,11,Firm Owner,395.47,9,18
L100404,2026-06-02,COL,-5,SMB,Webinar,11-50,36,Owner,125.86,8,18
L100405,2026-01-20,PER,-5,SMB,Organic,2-10,4,Operations,69.58,8,18
L100406,2026-05-11,MEX,-6,SMB,Referral,Solo,1,Operations,51.85,8,18
L100407,2026-01-26,PER,-5,AccountantFirm,Partner Program,11-50,26,Senior Accountant,399.66,9,18
L100408,2026-05-16,COL,-5,SMB,Outbound,11-50,24,Owner,164.75,8,18
L100409,2026-03-17,PER,-5,SMB,Paid Search,11-50,29,Owner,111.09,8,18
L100410,2026-01-02,MEX,-6,SMB,Paid Search,11-50,29,Operations,214.81,8,18
L100411,2026-06-24,DOM,-4,SMB,Paid Search,2-10,3,Finance Lead,67.4,8,18
L100412,2026-01-31,MEX,-6,SMB,Referral,2-10,2,Finance Lead,43.16,8,18
L100413,2026-04-18,COL,-5,SMB,Organic,Solo,1,Operations,26.29,8,18
L100414,2026-02-02,PER,-5,AccountantFirm,Partner Program,51-200,117,Firm Owner,747.2,9,18
L100415,2026-06-18,PER,-5,AccountantFirm,Referral,2-10,7,Firm Owner,156.37,9,18
L100416,2026-05-14,MEX,-6,SMB,Marketplace,2-10,8,Owner,63.16,8,18
L100417,2026-05-26,PER,-5,AccountantFirm,Webinar,2-10,3,Partner,205.23,9,18
L100418,2026-03-20,COL,-5,AccountantFirm,Outbound,Solo,1,Firm Owner,99.64,9,18
L100419,2026-03-26,COL,-5,SMB,Paid Search,2-10,2,Operations,77.99,8,18
L100420,2026-04-25,COL,-5,SMB,Webinar,Solo,1,Finance Lead,40.47,8,18
L100421,2026-05-23,MEX,-6,AccountantFirm,Webinar,2-10,7,Senior Accountant,212.81,9,18
L100422,2026-06-03,COL,-5,SMB,Organic,11-50,47,Owner,60.77,8,18
L100423,2026-01-04,MEX,-6,AccountantFirm,Webinar,2-10,4,Firm Owner,238.18,9,18
L100424,2026-05-01,COL,-5,SMB,Paid Search,Solo,1,Owner,36.84,8,18
L100425,2026-01-20,DOM,-4,SMB,Paid Search,11-50,14,Owner,150.22,8,18
L100426,2026-02-22,CRI,-6,AccountantFirm,Referral,11-50,27,Firm Owner,498.95,9,18
L100427,2026-05-31,DOM,-4,SMB,Paid Search,2-10,7,Owner,62.13,8,18
L100428,2026-02-15,COL,-5,SMB,Organic,2-10,7,Owner,71.28,8,18
L100429,2026-05-25,CRI,-6,SMB,Referral,51-200,67,Finance Lead,864.71,8,18
L100430,2026-03-25,COL,-5,SMB,Marketplace,11-50,37,Owner,143.26,8,18
L100431,2026-02-12,CRI,-6,SMB,Paid Search,11-50,24,Operations,68.76,8,18
L100432,2026-03-02,MEX,-6,SMB,Marketplace,11-50,12,Owner,207.51,8,18
L100433,2026-04-07,MEX,-6,SMB,Referral,Solo,1,Owner,49.77,8,18
L100434,2026-05-19,COL,-5,SMB,Webinar,2-10,10,Operations,36.08,8,18
L100435,2026-04-20,CRI,-6,SMB,Organic,2-10,6,Finance Lead,76.52,8,18
L100436,2026-06-18,PER,-5,AccountantFirm,Outbound,2-10,4,Firm Owner,162.45,9,18
L100437,2026-06-07,DOM,-4,SMB,Outbound,2-10,9,Finance Lead,43.49,8,18
L100438,2026-05-17,PER,-5,SMB,Referral,Solo,1,Owner,40.75,8,18
L100439,2026-04-20,PER,-5,SMB,Marketplace,2-10,9,Owner,75.15,8,18
L100440,2026-02-22,COL,-5,SMB,Organic,2-10,3,Owner,110.15,8,18
L100441,2026-03-16,DOM,-4,AccountantFirm,Referral,11-50,49,Firm Owner,216.03,9,18
L100442,2026-01-22,MEX,-6,SMB,Paid Search,11-50,32,Finance Lead,193.66,8,18
L100443,2026-03-09,MEX,-6,SMB,Paid Search,51-200,90,Operations,550.71,8,18
L100444,2026-06-17,COL,-5,AccountantFirm,Partner Program,Solo,1,Firm Owner,116.01,9,18
L100445,2026-03-19,PER,-5,AccountantFirm,Partner Program,2-10,6,Partner,165.61,9,18
L100446,2026-01-21,DOM,-4,AccountantFirm,Marketplace,11-50,18,Partner,344.55,9,18
L100447,2026-04-28,COL,-5,AccountantFirm,Outbound,2-10,9,Partner,229.69,9,18
L100448,2026-06-24,MEX,-6,AccountantFirm,Marketplace,11-50,21,Senior Accountant,362.22,9,18
L100449,2026-06-07,MEX,-6,SMB,Referral,2-10,5,Owner,75.38,8,18
L100450,2026-02-19,DOM,-4,SMB,Organic,11-50,13,Owner,199.12,8,18
L100451,2026-03-24,PER,-5,SMB,Outbound,11-50,48,Owner,144.52,8,18
L100452,2026-04-07,COL,-5,SMB,Referral,2-10,4,Owner,66.4,8,18
L100453,2026-02-14,MEX,-6,SMB,Referral,11-50,37,Owner,247.08,8,18
L100454,2026-02-18,MEX,-6,SMB,Organic,11-50,25,Operations,162.73,8,18
L100455,2026-02-12,MEX,-6,SMB,Organic,11-50,33,Finance Lead,186.14,8,18
L100456,2026-06-30,MEX,-6,AccountantFirm,Webinar,11-50,33,Firm Owner,643.91,9,18
L100457,2026-05-16,COL,-5,AccountantFirm,Referral,11-50,22,Firm Owner,305.68,9,18
L100458,2026-06-02,COL,-5,SMB,Paid Search,Solo,1,Owner,35.91,8,18
L100459,2026-05-28,MEX,-6,SMB,Webinar,11-50,28,Owner,193.47,8,18
L100460,2026-06-23,PER,-5,SMB,Paid Search,51-200,140,Owner,397.0,8,18
L100461,2026-01-20,MEX,-6,SMB,Organic,11-50,19,Operations,180.87,8,18
L100462,2026-06-09,COL,-5,AccountantFirm,Partner Program,51-200,70,Firm Owner,650.42,9,18
L100463,2026-01-13,DOM,-4,AccountantFirm,Webinar,51-200,77,Partner,352.53,9,18
L100464,2026-03-28,PER,-5,AccountantFirm,Partner Program,2-10,5,Senior Accountant,155.19,9,18
L100465,2026-04-18,MEX,-6,AccountantFirm,Referral,11-50,19,Partner,428.26,9,18
L100466,2026-03-06,COL,-5,AccountantFirm,Organic,51-200,93,Partner,419.92,9,18
L100467,2026-01-27,DOM,-4,SMB,Paid Search,11-50,38,Owner,125.17,8,18
L100468,2026-02-04,MEX,-6,SMB,Referral,11-50,37,Operations,315.36,8,18
L100469,2026-05-30,DOM,-4,SMB,Marketplace,2-10,10,Operations,71.64,8,18
L100470,2026-02-27,COL,-5,SMB,Outbound,2-10,8,Operations,54.06,8,18
L100471,2026-02-26,COL,-5,SMB,Webinar,11-50,27,Owner,216.42,8,18
L100472,2026-06-17,MEX,-6,SMB,Organic,Solo,1,Finance Lead,41.46,8,18
L100473,2026-01-27,DOM,-4,AccountantFirm,Outbound,Solo,1,Firm Owner,101.94,9,18
L100474,2026-06-15,MEX,-6,SMB,Webinar,2-10,10,Owner,88.46,8,18
L100475,2026-06-16,COL,-5,AccountantFirm,Webinar,51-200,189,Partner,898.85,9,18
L100476,2026-04-19,MEX,-6,AccountantFirm,Webinar,11-50,19,Firm Owner,142.46,9,18
L100477,2026-01-30,CRI,-6,SMB,Paid Search,11-50,17,Owner,246.79,8,18
L100478,2026-01-29,COL,-5,SMB,Outbound,51-200,183,Owner,550.86,8,18
L100479,2026-02-21,DOM,-4,SMB,Organic,Solo,1,Finance Lead,32.78,8,18
L100480,2026-04-15,DOM,-4,SMB,Marketplace,11-50,46,Owner,137.35,8,18
L100481,2026-01-28,MEX,-6,SMB,Paid Search,11-50,44,Operations,178.83,8,18
L100482,2026-03-24,PER,-5,AccountantFirm,Paid Search,2-10,6,Partner,186.84,9,18
L100483,2026-01-21,PER,-5,SMB,Organic,2-10,9,Owner,53.53,8,18
L100484,2026-04-08,COL,-5,SMB,Paid Search,2-10,8,Owner,76.86,8,18
L100485,2026-01-04,COL,-5,SMB,Organic,2-10,8,Finance Lead,64.8,8,18
L100486,2026-05-09,COL,-5,SMB,Referral,2-10,7,Finance Lead,89.02,8,18
L100487,2026-01-11,COL,-5,SMB,Partner Program,2-10,4,Finance Lead,100.35,8,18
L100488,2026-02-05,MEX,-6,SMB,Paid Search,Solo,1,Owner,31.66,8,18
L100489,2026-02-01,PER,-5,SMB,Webinar,11-50,40,Owner,171.13,8,18
L100490,2026-05-31,PER,-5,SMB,Marketplace,51-200,182,Operations,480.53,8,18
L100491,2026-01-10,COL,-5,SMB,Outbound,11-50,46,Finance Lead,83.7,8,18
L100492,2026-03-19,MEX,-6,SMB,Organic,11-50,34,Owner,192.28,8,18
L100493,2026-04-17,COL,-5,SMB,Marketplace,11-50,12,Owner,214.92,8,18
L100494,2026-04-04,MEX,-6,SMB,Organic,2-10,8,Operations,82.6,8,18
L100495,2026-05-04,COL,-5,SMB,Organic,2-10,4,Finance Lead,79.59,8,18
L100496,2026-05-26,PER,-5,SMB,Webinar,11-50,19,Owner,162.4,8,18
L100497,2026-03-13,PER,-5,SMB,Paid Search,11-50,14,Operations,154.39,8,18
L100498,2026-05-30,COL,-5,SMB,Organic,2-10,3,Finance Lead,76.74,8,18
L100499,2026-02-27,DOM,-4,SMB,Organic,2-10,6,Operations,66.82,8,18
L100500,2026-06-28,MEX,-6,SMB,Partner Program,11-50,22,Owner,230.15,8,18
L100501,2026-04-02,CRI,-6,SMB,Webinar,2-10,5,Owner,62.3,8,18
L100502,2026-05-14,MEX,-6,AccountantFirm,Partner Program,2-10,6,Firm Owner,115.44,9,18
L100503,2026-06-08,COL,-5,SMB,Referral,2-10,6,Owner,102.09,8,18
L100504,2026-05-24,DOM,-4,AccountantFirm,Partner Program,51-200,113,Firm Owner,743.04,9,18
L100505,2026-06-04,COL,-5,SMB,Organic,11-50,29,Operations,113.79,8,18
L100506,2026-04-08,MEX,-6,SMB,Organic,2-10,9,Owner,62.81,8,18
L100507,2026-01-08,COL,-5,AccountantFirm,Webinar,11-50,22,Senior Accountant,386.23,9,18
L100508,2026-03-31,DOM,-4,AccountantFirm,Webinar,11-50,11,Firm Owner,293.07,9,18
L100509,2026-02-02,CRI,-6,AccountantFirm,Referral,51-200,171,Firm Owner,571.33,9,18
L100510,2026-06-10,COL,-5,SMB,Marketplace,2-10,2,Owner,47.8,8,18
L100511,2026-02-12,MEX,-6,AccountantFirm,Paid Search,2-10,8,Partner,155.43,9,18
L100512,2026-02-11,DOM,-4,SMB,Webinar,51-200,99,Owner,281.42,8,18
L100513,2026-02-15,COL,-5,SMB,Webinar,2-10,9,Owner,57.15,8,18
L100514,2026-04-27,MEX,-6,SMB,Paid Search,2-10,3,Owner,97.54,8,18
L100515,2026-04-14,DOM,-4,AccountantFirm,Referral,Solo,1,Senior Accountant,91.52,9,18
L100516,2026-06-21,MEX,-6,SMB,Paid Search,Solo,1,Operations,28.83,8,18
L100517,2026-03-17,CRI,-6,AccountantFirm,Organic,11-50,17,Partner,419.44,9,18
L100518,2026-02-21,MEX,-6,SMB,Organic,2-10,5,Owner,67.73,8,18
L100519,2026-01-09,DOM,-4,AccountantFirm,Partner Program,51-200,113,Senior Accountant,558.36,9,18
L100520,2026-01-02,COL,-5,SMB,Webinar,2-10,8,Operations,72.54,8,18
L100521,2026-03-09,COL,-5,AccountantFirm,Partner Program,11-50,36,Senior Accountant,528.45,9,18
L100522,2026-06-17,COL,-5,SMB,Outbound,2-10,10,Owner,65.31,8,18
L100523,2026-04-05,PER,-5,SMB,Referral,2-10,8,Finance Lead,96.65,8,18
L100524,2026-06-11,PER,-5,SMB,Organic,2-10,3,Operations,86.53,8,18
L100525,2026-01-19,CRI,-6,SMB,Organic,2-10,2,Owner,123.94,8,18
L100526,2026-01-17,COL,-5,SMB,Outbound,2-10,4,Owner,83.76,8,18
L100527,2026-05-31,MEX,-6,SMB,Paid Search,2-10,10,Finance Lead,54.85,8,18
L100528,2026-01-20,CRI,-6,SMB,Organic,11-50,41,Owner,202.16,8,18
L100529,2026-01-10,DOM,-4,SMB,Organic,Solo,1,Finance Lead,35.54,8,18
L100530,2026-03-15,COL,-5,SMB,Paid Search,2-10,8,Owner,47.75,8,18
L100531,2026-06-17,PER,-5,AccountantFirm,Organic,2-10,4,Firm Owner,204.69,9,18
L100532,2026-05-05,COL,-5,SMB,Outbound,51-200,121,Owner,276.84,8,18
L100533,2026-01-18,COL,-5,AccountantFirm,Partner Program,Solo,1,Senior Accountant,119.53,9,18
L100534,2026-06-01,PER,-5,AccountantFirm,Referral,11-50,39,Firm Owner,243.7,9,18
L100535,2026-06-02,MEX,-6,SMB,Paid Search,51-200,193,Owner,516.18,8,18
L100536,2026-05-25,MEX,-6,SMB,Referral,Solo,1,Owner,39.53,8,18
L100537,2026-06-13,MEX,-6,SMB,Paid Search,11-50,34,Owner,224.36,8,18
L100538,2026-02-13,PER,-5,SMB,Marketplace,11-50,11,Finance Lead,230.29,8,18
L100539,2026-06-27,COL,-5,SMB,Organic,11-50,45,Finance Lead,139.35,8,18
L100540,2026-02-28,CRI,-6,SMB,Paid Search,2-10,10,Owner,62.37,8,18
L100541,2026-05-26,COL,-5,SMB,Outbound,51-200,56,Owner,684.0,8,18
L100542,2026-04-15,COL,-5,SMB,Organic,2-10,5,Operations,71.36,8,18
L100543,2026-05-22,MEX,-6,AccountantFirm,Organic,2-10,10,Firm Owner,250.35,9,18
L100544,2026-04-24,MEX,-6,SMB,Paid Search,11-50,49,Owner,163.04,8,18
L100545,2026-04-27,COL,-5,SMB,Paid Search,11-50,49,Operations,180.12,8,18
L100546,2026-04-22,MEX,-6,AccountantFirm,Referral,2-10,10,Firm Owner,171.99,9,18
L100547,2026-05-21,DOM,-4,SMB,Organic,2-10,2,Operations,60.52,8,18
L100548,2026-05-14,MEX,-6,SMB,Referral,2-10,3,Finance Lead,118.88,8,18
L100549,2026-01-25,DOM,-4,AccountantFirm,Webinar,2-10,6,Firm Owner,131.03,9,18
L100550,2026-05-30,CRI,-6,SMB,Outbound,11-50,35,Operations,102.35,8,18
L100551,2026-04-08,MEX,-6,SMB,Organic,11-50,27,Operations,227.62,8,18
L100552,2026-02-28,MEX,-6,SMB,Marketplace,11-50,21,Owner,221.52,8,18
L100553,2026-04-04,MEX,-6,AccountantFirm,Partner Program,11-50,21,Partner,333.13,9,18
L100554,2026-06-25,MEX,-6,SMB,Referral,2-10,7,Owner,79.98,8,18
L100555,2026-06-05,COL,-5,SMB,Marketplace,2-10,10,Operations,54.05,8,18
L100556,2026-05-31,COL,-5,SMB,Webinar,2-10,9,Owner,71.85,8,18
L100557,2026-03-25,COL,-5,SMB,Paid Search,2-10,3,Finance Lead,64.21,8,18
L100558,2026-05-22,MEX,-6,SMB,Webinar,2-10,3,Finance Lead,74.22,8,18
L100559,2026-03-11,PER,-5,AccountantFirm,Webinar,2-10,4,Partner,171.31,9,18
L100560,2026-05-05,MEX,-6,AccountantFirm,Webinar,11-50,40,Firm Owner,537.92,9,18
L100561,2026-04-26,MEX,-6,SMB,Webinar,2-10,2,Owner,61.2,8,18
L100562,2026-02-15,MEX,-6,SMB,Organic,11-50,39,Owner,228.43,8,18
L100563,2026-02-18,DOM,-4,SMB,Paid Search,2-10,7,Owner,50.38,8,18
L100564,2026-01-12,MEX,-6,SMB,Webinar,11-50,37,Owner,160.87,8,18
L100565,2026-01-26,MEX,-6,SMB,Marketplace,11-50,45,Owner,189.12,8,18
L100566,2026-03-20,DOM,-4,SMB,Marketplace,2-10,7,Owner,69.02,8,18
L100567,2026-03-28,COL,-5,SMB,Outbound,11-50,35,Operations,185.8,8,18
L100568,2026-01-30,MEX,-6,SMB,Outbound,Solo,1,Owner,38.63,8,18
L100569,2026-03-17,MEX,-6,SMB,Organic,2-10,6,Operations,91.73,8,18
L100570,2026-04-20,CRI,-6,SMB,Webinar,2-10,7,Finance Lead,48.14,8,18
L100571,2026-02-12,PER,-5,SMB,Webinar,11-50,26,Owner,202.28,8,18
L100572,2026-03-03,CRI,-6,AccountantFirm,Referral,11-50,13,Firm Owner,218.73,9,18
L100573,2026-03-08,MEX,-6,AccountantFirm,Outbound,2-10,2,Partner,238.58,9,18
L100574,2026-04-02,COL,-5,AccountantFirm,Outbound,2-10,8,Partner,129.63,9,18
L100575,2026-03-08,MEX,-6,AccountantFirm,Webinar,2-10,7,Senior Accountant,187.76,9,18
L100576,2026-05-14,CRI,-6,SMB,Paid Search,2-10,5,Finance Lead,44.67,8,18
L100577,2026-03-01,PER,-5,AccountantFirm,Webinar,2-10,8,Firm Owner,152.5,9,18
L100578,2026-03-20,CRI,-6,SMB,Organic,51-200,122,Owner,708.91,8,18
L100579,2026-03-10,COL,-5,SMB,Paid Search,2-10,4,Owner,78.36,8,18
L100580,2026-02-03,DOM,-4,SMB,Organic,11-50,34,Owner,196.38,8,18
L100581,2026-05-05,PER,-5,SMB,Webinar,Solo,1,Owner,25.49,8,18
L100582,2026-02-12,DOM,-4,SMB,Webinar,11-50,26,Operations,161.34,8,18
L100583,2026-02-23,DOM,-4,SMB,Marketplace,11-50,50,Owner,115.47,8,18
L100584,2026-05-24,MEX,-6,SMB,Webinar,Solo,1,Operations,46.22,8,18
L100585,2026-06-21,DOM,-4,AccountantFirm,Referral,51-200,159,Firm Owner,653.99,9,18
L100586,2026-05-02,COL,-5,SMB,Outbound,2-10,8,Owner,113.47,8,18
L100587,2026-06-15,COL,-5,SMB,Marketplace,11-50,38,Operations,207.84,8,18
L100588,2026-06-04,CRI,-6,AccountantFirm,Partner Program,11-50,38,Partner,518.9,9,18
L100589,2026-03-29,PER,-5,SMB,Paid Search,11-50,41,Finance Lead,180.82,8,18
L100590,2026-05-20,PER,-5,SMB,Marketplace,Solo,1,Owner,30.12,8,18
L100591,2026-03-01,COL,-5,SMB,Paid Search,11-50,28,Owner,154.09,8,18
L100592,2026-03-25,COL,-5,SMB,Referral,Solo,1,Owner,33.24,8,18
L100593,2026-04-07,COL,-5,SMB,Paid Search,2-10,9,Owner,63.78,8,18
L100594,2026-06-23,CRI,-6,AccountantFirm,Referral,11-50,12,Partner,274.51,9,18
