activity_id,lead_id,activity_at,activity_type,activity_source,rep_id,duration_minutes
A0007300B,L100073,2026-05-22 03:00:00,whatsapp,bot,SDR01,0
A0007301B,L100073,2026-05-22 06:00:00,whatsapp,bot,SDR01,0
A0007300H,L100073,2026-05-29 19:00:00,call,human,SDR01,6
A0007301H,L100073,2026-05-24 21:00:00,call,human,SDR01,2
A00073X00,L100073,2026-05-28 18:00:00,task,human,AE04,21
A00073X01,L100073,2026-06-01 16:00:00,email,human,AE02,39
A00073X02,L100073,2026-05-19 09:00:00,meeting,human,AE03,40
A0007400B,L100074,2026-04-15 02:00:00,email,system,,0
A0007400H,L100074,2026-04-15 20:00:00,call,human,SDR01,4
A0007401H,L100074,2026-04-24 21:00:00,call,human,SDR01,6
A0007402H,L100074,2026-04-21 21:00:00,call,human,AE03,9
A0007403H,L100074,2026-04-26 13:00:00,call,human,AE02,7
A00074X00,L100074,2026-04-22 17:00:00,task,human,AE05,6
A0007500B,L100075,2026-04-28 09:00:00,task,bot,SDR02,0
A0007501B,L100075,2026-04-25 18:00:00,email,system,,0
A0007500H,L100075,2026-05-02 21:00:00,call,human,SDR02,1
A0007501H,L100075,2026-05-04 21:00:00,call,human,SDR02,1
A0007600B,L100076,2026-04-16 21:00:00,whatsapp,bot,SDR01,0
A0007601B,L100076,2026-04-15 13:00:00,task,bot,SDR01,0
A0007602B,L100076,2026-04-16 23:00:00,whatsapp,system,,0
A0007600H,L100076,2026-04-20 11:00:00,call,human,SDR01,1
A0007601H,L100076,2026-04-23 09:00:00,call,human,SDR01,1
A0007602H,L100076,2026-04-18 12:00:00,call,human,AE09,4
A0007603H,L100076,2026-04-19 12:00:00,call,human,AE07,1
A0007604H,L100076,2026-04-22 13:00:00,call,human,AE09,1
A0007605H,L100076,2026-04-22 17:00:00,call,human,AE07,8
A00076X00,L100076,2026-05-01 09:00:00,task,human,AE07,44
A0007700B,L100077,2026-04-13 21:00:00,task,bot,SDR01,0
A0007700H,L100077,2026-04-24 12:00:00,call,human,SDR01,8
A00077X00,L100077,2026-04-24 14:00:00,task,human,AE04,36
A00077X01,L100077,2026-04-23 19:00:00,note,human,AE05,8
A00077X02,L100077,2026-04-21 19:00:00,whatsapp,human,AE02,11
A0007800B,L100078,2026-01-17 21:00:00,email,system,,0
A0007801B,L100078,2026-01-17 05:00:00,whatsapp,bot,SDR02,0
A0007802B,L100078,2026-01-17 05:00:00,whatsapp,bot,SDR02,0
A0007800H,L100078,2026-01-28 19:00:00,call,human,SDR02,1
A0007801H,L100078,2026-01-29 11:00:00,call,human,SDR02,1
A0007802H,L100078,2026-01-25 12:00:00,call,human,AE05,1
A0007803H,L100078,2026-01-25 11:00:00,call,human,AE01,1
A00078X00,L100078,2026-01-30 12:00:00,email,human,AE04,56
A00078X01,L100078,2026-02-02 19:00:00,email,human,AE01,48
A00078X02,L100078,2026-01-23 17:00:00,whatsapp,human,AE06,17
A00078X03,L100078,2026-02-05 17:00:00,whatsapp,human,AE03,5
A0007900H,L100079,2026-04-15 21:00:00,call,human,SDR02,6
A0007901H,L100079,2026-04-22 21:00:00,call,human,SDR02,1
A0007902H,L100079,2026-04-24 19:00:00,call,human,AE07,8
A00080X00,L100080,2026-05-29 14:00:00,meeting,human,AE02,55
A00080X01,L100080,2026-06-09 08:00:00,note,human,AE04,55
A00080X02,L100080,2026-05-30 16:00:00,task,human,AE05,7
A0008100B,L100081,2026-02-26 11:00:00,task,bot,SDR02,0
A0008101B,L100081,2026-02-28 14:00:00,email,bot,SDR02,0
A0008100H,L100081,2026-03-06 12:00:00,call,human,SDR02,1
A0008101H,L100081,2026-03-06 15:00:00,call,human,SDR02,1
A0008102H,L100081,2026-02-26 15:00:00,call,human,AE03,1
A0008103H,L100081,2026-02-25 12:00:00,call,human,AE06,4
A00081X00,L100081,2026-03-05 14:00:00,task,human,AE02,39
A00081X01,L100081,2026-03-11 11:00:00,whatsapp,human,AE04,38
A00081X02,L100081,2026-02-26 14:00:00,note,human,AE05,35
A0008200B,L100082,2026-04-20 02:00:00,email,system,,0
A0008200H,L100082,2026-05-02 08:00:00,call,human,SDR02,6
A00082X00,L100082,2026-05-07 17:00:00,meeting,human,AE02,49
A0008300H,L100083,2026-01-18 20:00:00,call,human,SDR02,1
A0008301H,L100083,2026-01-19 18:00:00,call,human,SDR02,7
A0008302H,L100083,2026-01-08 15:00:00,call,human,AE08,8
A00083X00,L100083,2026-01-18 12:00:00,email,human,AE09,10
A00083X01,L100083,2026-01-08 09:00:00,meeting,human,AE08,33
A0008400B,L100084,2026-03-06 23:00:00,whatsapp,bot,SDR01,0
A0008400H,L100084,2026-03-09 10:00:00,call,human,SDR01,2
A0008401H,L100084,2026-03-08 10:00:00,call,human,SDR01,1
A00084X00,L100084,2026-03-04 11:00:00,meeting,human,AE02,13
A00084X01,L100084,2026-03-09 16:00:00,note,human,AE01,29
A00084X02,L100084,2026-03-18 10:00:00,whatsapp,human,AE06,58
A00084X03,L100084,2026-03-18 12:00:00,whatsapp,human,AE04,24
A0008500H,L100085,2026-03-26 18:00:00,call,human,SDR02,1
A00085X00,L100085,2026-04-07 16:00:00,task,human,AE06,38
A00085X01,L100085,2026-03-26 11:00:00,task,human,AE06,34
A0008600B,L100086,2026-06-29 07:00:00,whatsapp,bot,SDR01,0
A0008600H,L100086,2026-07-06 13:00:00,call,human,SDR01,1
A0008601H,L100086,2026-07-07 08:00:00,call,human,SDR01,1
A00086X00,L100086,2026-07-12 14:00:00,whatsapp,human,AE05,42
A0008700B,L100087,2026-02-09 19:00:00,whatsapp,system,,0
A00087X00,L100087,2026-02-19 12:00:00,task,human,AE07,41
A00088X00,L100088,2026-03-10 17:00:00,task,human,AE04,59
A00088X01,L100088,2026-03-04 11:00:00,meeting,human,AE04,44
A00088X02,L100088,2026-02-25 08:00:00,email,human,AE06,43
A0008900B,L100089,2026-03-17 21:00:00,whatsapp,bot,SDR01,0
A0008901B,L100089,2026-03-18 11:00:00,task,system,,0
A0008902B,L100089,2026-03-18 00:00:00,task,bot,SDR01,0
A0008900H,L100089,2026-03-28 13:00:00,call,human,SDR01,1
A0008901H,L100089,2026-03-16 19:00:00,call,human,SDR01,4
A0008902H,L100089,2026-03-26 17:00:00,call,human,AE05,5
A0008903H,L100089,2026-03-15 19:00:00,call,human,AE06,4
A00089X00,L100089,2026-03-15 12:00:00,note,human,AE02,40
A0009000B,L100090,2026-07-01 17:00:00,whatsapp,system,,0
A0009001B,L100090,2026-06-29 19:00:00,whatsapp,bot,SDR02,0
A0009002B,L100090,2026-06-29 13:00:00,email,bot,SDR02,0
A0009000H,L100090,2026-07-11 21:00:00,call,human,SDR02,11
A0009001H,L100090,2026-07-05 09:00:00,call,human,SDR02,1
A0009002H,L100090,2026-07-03 08:00:00,call,human,AE09,1
A0009003H,L100090,2026-07-10 11:00:00,call,human,AE09,1
A0009004H,L100090,2026-06-30 09:00:00,call,human,AE09,1
A00090X00,L100090,2026-06-30 19:00:00,email,human,AE07,10
A00090X01,L100090,2026-06-29 19:00:00,whatsapp,human,AE08,8
A00090X02,L100090,2026-06-29 11:00:00,email,human,AE09,50
A00090X03,L100090,2026-06-30 19:00:00,task,human,AE08,11
A0009100B,L100091,2026-06-04 02:00:00,whatsapp,bot,SDR01,0
A0009100H,L100091,2026-06-17 18:00:00,call,human,SDR01,6
A00091X00,L100091,2026-06-12 14:00:00,meeting,human,AE03,5
A0009200H,L100092,2026-01-20 14:00:00,call,human,SDR01,6
A0009201H,L100092,2026-01-16 15:00:00,call,human,SDR01,3
A0009300H,L100093,2026-02-16 16:00:00,call,human,SDR02,6
A00093X00,L100093,2026-03-03 10:00:00,task,human,AE04,52
A00093X01,L100093,2026-02-24 17:00:00,email,human,AE03,14
A00093X02,L100093,2026-02-24 08:00:00,whatsapp,human,AE06,32
A00093X03,L100093,2026-02-20 15:00:00,email,human,AE03,17
A0009400B,L100094,2026-06-01 00:00:00,email,system,,0
A0009400H,L100094,2026-06-10 15:00:00,call,human,SDR02,7
A0009401H,L100094,2026-05-31 18:00:00,call,human,SDR02,1
A0009402H,L100094,2026-06-05 13:00:00,call,human,AE09,1
A0009403H,L100094,2026-06-06 19:00:00,call,human,AE09,4
A0009500B,L100095,2026-01-12 09:00:00,whatsapp,bot,SDR03,0
A0009501B,L100095,2026-01-12 11:00:00,whatsapp,bot,SDR03,0
A0009500H,L100095,2026-01-11 08:00:00,call,human,SDR03,1
A0009501H,L100095,2026-01-14 15:00:00,call,human,SDR03,4
A0009502H,L100095,2026-01-17 15:00:00,call,human,AE04,8
A00095X00,L100095,2026-01-26 12:00:00,email,human,AE01,34
A00095X01,L100095,2026-01-22 15:00:00,email,human,AE02,8
A00095X02,L100095,2026-01-21 18:00:00,note,human,AE03,44
A0009600B,L100096,2026-06-05 06:00:00,whatsapp,system,,0
A0009600H,L100096,2026-06-09 21:00:00,call,human,SDR01,1
A0009601H,L100096,2026-06-15 13:00:00,call,human,SDR01,8
A0009602H,L100096,2026-06-17 09:00:00,call,human,AE03,1
A00096X00,L100096,2026-06-20 14:00:00,note,human,AE06,56
A00096X01,L100096,2026-06-17 14:00:00,whatsapp,human,AE05,14
A00096X02,L100096,2026-06-12 08:00:00,task,human,AE06,23
A0009700B,L100097,2026-02-23 18:00:00,task,bot,SDR03,0
A0009701B,L100097,2026-02-22 20:00:00,email,bot,SDR03,0
A0009700H,L100097,2026-03-04 10:00:00,call,human,SDR03,1
A0009701H,L100097,2026-02-22 17:00:00,call,human,SDR03,6
A0009702H,L100097,2026-02-26 21:00:00,call,human,AE06,6
A0009703H,L100097,2026-02-28 13:00:00,call,human,AE04,6
A0009704H,L100097,2026-02-24 10:00:00,call,human,AE05,1
A0009705H,L100097,2026-03-02 11:00:00,call,human,AE05,2
A0009800H,L100098,2026-06-22 15:00:00,call,human,SDR02,5
A0009801H,L100098,2026-06-18 09:00:00,call,human,SDR02,1
A0009802H,L100098,2026-06-20 10:00:00,call,human,AE07,1
A0009803H,L100098,2026-06-23 11:00:00,call,human,AE09,8
A0009804H,L100098,2026-06-23 11:00:00,call,human,AE09,9
A0009900B,L100099,2026-02-23 18:00:00,whatsapp,system,,0
A0009900H,L100099,2026-03-02 15:00:00,call,human,SDR01,10
A0010000B,L100100,2026-03-21 11:00:00,task,system,,0
A00100X00,L100100,2026-03-29 08:00:00,meeting,human,AE06,39
A0010100B,L100101,2026-05-02 05:00:00,email,bot,SDR02,0
A0010100H,L100101,2026-05-10 21:00:00,call,human,SDR02,5
A0010101H,L100101,2026-05-09 08:00:00,call,human,SDR02,5
A00101X00,L100101,2026-05-04 13:00:00,task,human,AE02,51
A0010200H,L100102,2026-01-30 17:00:00,call,human,SDR03,1
A0010201H,L100102,2026-01-23 11:00:00,call,human,SDR03,1
A0010202H,L100102,2026-01-23 17:00:00,call,human,AE08,6
A0010203H,L100102,2026-02-05 10:00:00,call,human,AE07,1
A00102X00,L100102,2026-02-05 13:00:00,whatsapp,human,AE07,45
A00102X01,L100102,2026-02-08 18:00:00,task,human,AE08,49
A00102X02,L100102,2026-01-28 10:00:00,task,human,AE07,42
A0010300B,L100103,2026-04-11 05:00:00,email,bot,SDR04,0
A0010301B,L100103,2026-04-13 13:00:00,task,bot,SDR04,0
A0010300H,L100103,2026-04-17 08:00:00,call,human,SDR04,1
A0010301H,L100103,2026-04-18 21:00:00,call,human,SDR04,1
A00103X00,L100103,2026-04-17 18:00:00,email,human,AE01,22
A0010400B,L100104,2026-04-03 23:00:00,whatsapp,bot,SDR02,0
A0010401B,L100104,2026-04-05 22:00:00,email,bot,SDR02,0
A0010400H,L100104,2026-04-06 17:00:00,call,human,SDR02,1
A00104X00,L100104,2026-04-03 17:00:00,meeting,human,AE05,32
A00104X01,L100104,2026-04-15 17:00:00,note,human,AE02,20
A00104X02,L100104,2026-04-20 15:00:00,email,human,AE03,25
A0010500B,L100105,2026-05-25 10:00:00,whatsapp,bot,SDR03,0
A0010501B,L100105,2026-05-25 10:00:00,task,bot,SDR03,0
A0010500H,L100105,2026-05-29 17:00:00,call,human,SDR03,1
A0010501H,L100105,2026-05-25 10:00:00,call,human,SDR03,1
A0010502H,L100105,2026-05-27 10:00:00,call,human,AE04,1
A0010503H,L100105,2026-05-28 18:00:00,call,human,AE05,1
A0010504H,L100105,2026-05-24 16:00:00,call,human,AE05,3
A0010505H,L100105,2026-05-30 09:00:00,call,human,AE05,1
A00105X00,L100105,2026-06-03 18:00:00,note,human,AE06,42
A00105X01,L100105,2026-05-22 08:00:00,email,human,AE03,46
A00105X02,L100105,2026-05-25 19:00:00,whatsapp,human,AE05,41
A00105X03,L100105,2026-06-07 11:00:00,whatsapp,human,AE05,33
A0010600B,L100106,2026-06-30 17:00:00,email,bot,SDR01,0
A0010600H,L100106,2026-06-30 09:00:00,call,human,SDR01,1
A0010601H,L100106,2026-07-09 09:00:00,call,human,SDR01,1
A0010602H,L100106,2026-07-03 19:00:00,call,human,AE01,5
A00106X00,L100106,2026-07-07 08:00:00,whatsapp,human,AE03,25
A00106X01,L100106,2026-07-06 11:00:00,email,human,AE06,17
A0010700B,L100107,2026-05-01 09:00:00,whatsapp,system,,0
A0010700H,L100107,2026-05-07 15:00:00,call,human,SDR02,6
A00107X00,L100107,2026-05-07 11:00:00,task,human,AE02,10
A00107X01,L100107,2026-05-11 10:00:00,task,human,AE05,36
A00107X02,L100107,2026-05-12 12:00:00,note,human,AE03,17
A00107X03,L100107,2026-05-17 13:00:00,meeting,human,AE05,20
A0010800B,L100108,2026-03-18 17:00:00,task,bot,SDR01,0
A0010801B,L100108,2026-03-19 04:00:00,task,bot,SDR01,0
A0010800H,L100108,2026-03-17 11:00:00,call,human,SDR01,3
A0010801H,L100108,2026-03-28 18:00:00,call,human,SDR01,4
A0010802H,L100108,2026-03-24 09:00:00,call,human,AE04,1
A0010803H,L100108,2026-03-23 13:00:00,call,human,AE01,5
A0010804H,L100108,2026-03-20 17:00:00,call,human,AE03,5
A00108X00,L100108,2026-03-27 09:00:00,task,human,AE01,22
A00108X01,L100108,2026-03-25 17:00:00,task,human,AE02,11
A0010900B,L100109,2026-03-15 10:00:00,whatsapp,bot,SDR01,0
A0010901B,L100109,2026-03-16 00:00:00,email,bot,SDR01,0
A0010900H,L100109,2026-03-22 15:00:00,call,human,SDR01,1
A0010901H,L100109,2026-03-17 14:00:00,call,human,SDR01,1
A0010902H,L100109,2026-03-23 12:00:00,call,human,AE04,1
A0010903H,L100109,2026-03-25 15:00:00,call,human,AE02,7
A0010904H,L100109,2026-03-26 20:00:00,call,human,AE06,6
A00109X00,L100109,2026-03-18 11:00:00,whatsapp,human,AE01,35
A00109X01,L100109,2026-03-26 16:00:00,note,human,AE01,36
A0011000B,L100110,2026-03-19 23:00:00,task,bot,SDR02,0
A00110X00,L100110,2026-03-28 10:00:00,whatsapp,human,AE04,5
A00110X01,L100110,2026-04-02 18:00:00,email,human,AE05,53
A00110X02,L100110,2026-03-26 14:00:00,task,human,AE02,18
A00110X03,L100110,2026-03-17 14:00:00,task,human,AE05,42
A0011100B,L100111,2026-05-31 22:00:00,task,bot,SDR02,0
A0011100H,L100111,2026-05-29 18:00:00,call,human,SDR02,1
A0011101H,L100111,2026-06-08 12:00:00,call,human,SDR02,1
A0011102H,L100111,2026-06-06 11:00:00,call,human,AE05,1
A00111X00,L100111,2026-06-06 10:00:00,note,human,AE02,31
A00111X01,L100111,2026-06-01 11:00:00,meeting,human,AE06,50
A0011200B,L100112,2026-03-01 18:00:00,task,bot,SDR01,0
A0011200H,L100112,2026-03-10 10:00:00,call,human,SDR01,7
A00112X00,L100112,2026-03-11 17:00:00,whatsapp,human,AE03,58
A00112X01,L100112,2026-02-28 15:00:00,email,human,AE06,30
A00112X02,L100112,2026-03-18 17:00:00,whatsapp,human,AE05,55
A0011300B,L100113,2026-02-01 06:00:00,whatsapp,system,,0
A0011300H,L100113,2026-02-03 16:00:00,call,human,SDR02,3
A0011301H,L100113,2026-02-06 15:00:00,call,human,SDR02,1
A0011302H,L100113,2026-02-10 16:00:00,call,human,AE01,4
A0011303H,L100113,2026-02-13 18:00:00,call,human,AE06,1
A0011304H,L100113,2026-02-08 12:00:00,call,human,AE04,7
A0011305H,L100113,2026-02-09 19:00:00,call,human,AE04,9
A00113X00,L100113,2026-02-17 17:00:00,email,human,AE01,24
A0011400B,L100114,2026-03-04 23:00:00,task,bot,SDR01,0
A0011400H,L100114,2026-03-06 21:00:00,call,human,SDR01,8
A0011401H,L100114,2026-03-13 10:00:00,call,human,SDR01,7
A0011500B,L100115,2026-01-06 01:00:00,whatsapp,bot,SDR03,0
A0011501B,L100115,2026-01-08 19:00:00,whatsapp,bot,SDR03,0
A0011502B,L100115,2026-01-07 00:00:00,email,bot,SDR03,0
A0011500H,L100115,2026-01-05 12:00:00,call,human,SDR03,6
A0011501H,L100115,2026-01-07 21:00:00,call,human,SDR03,7
A0011502H,L100115,2026-01-06 15:00:00,call,human,AE03,1
A0011503H,L100115,2026-01-10 11:00:00,call,human,AE02,1
A0011504H,L100115,2026-01-12 18:00:00,call,human,AE05,1
A0011505H,L100115,2026-01-14 10:00:00,call,human,AE04,1
A00115X00,L100115,2026-01-14 17:00:00,whatsapp,human,AE04,33
A00115X01,L100115,2026-01-24 10:00:00,email,human,AE04,44
A0011600B,L100116,2026-01-22 23:00:00,task,system,,0
A0011600H,L100116,2026-01-26 15:00:00,call,human,SDR01,7
A0011601H,L100116,2026-02-01 15:00:00,call,human,SDR01,9
A0011602H,L100116,2026-01-29 15:00:00,call,human,AE08,1
A0011603H,L100116,2026-02-01 16:00:00,call,human,AE07,13
A00116X00,L100116,2026-01-23 19:00:00,note,human,AE07,18
A00116X01,L100116,2026-01-23 12:00:00,email,human,AE09,60
A00116X02,L100116,2026-02-03 08:00:00,email,human,AE08,44
A0011700B,L100117,2026-01-19 08:00:00,task,system,,0
A0011701B,L100117,2026-01-19 04:00:00,task,system,,0
A0011700H,L100117,2026-01-19 11:00:00,call,human,SDR02,5
A0011701H,L100117,2026-01-22 12:00:00,call,human,SDR02,4
A0011702H,L100117,2026-01-20 17:00:00,call,human,AE03,1
A00117X00,L100117,2026-01-28 17:00:00,task,human,AE06,39
A00117X01,L100117,2026-01-26 13:00:00,email,human,AE04,29
A0011800B,L100118,2026-05-23 12:00:00,task,bot,SDR02,0
A0011800H,L100118,2026-06-02 14:00:00,call,human,SDR02,8
A00118X00,L100118,2026-06-07 15:00:00,email,human,AE09,43
A00118X01,L100118,2026-06-06 12:00:00,whatsapp,human,AE08,32
A00118X02,L100118,2026-06-04 15:00:00,task,human,AE09,15
A00119X00,L100119,2026-05-20 11:00:00,email,human,AE02,14
A00119X01,L100119,2026-05-27 13:00:00,email,human,AE02,15
A0012000H,L100120,2026-05-10 16:00:00,call,human,SDR02,1
A00120X00,L100120,2026-05-19 13:00:00,email,human,AE06,5
A00120X01,L100120,2026-05-13 08:00:00,whatsapp,human,AE01,23
A0012100H,L100121,2026-04-04 16:00:00,call,human,SDR01,5
A00121X00,L100121,2026-03-30 12:00:00,email,human,AE02,22
A0012200B,L100122,2026-05-11 22:00:00,whatsapp,bot,SDR04,0
A0012201B,L100122,2026-05-13 23:00:00,whatsapp,bot,SDR04,0
A0012200H,L100122,2026-05-15 13:00:00,call,human,SDR04,1
A0012201H,L100122,2026-05-14 11:00:00,call,human,SDR04,4
A00122X00,L100122,2026-05-23 18:00:00,whatsapp,human,AE06,17
A00122X01,L100122,2026-05-12 15:00:00,email,human,AE04,59
A00122X02,L100122,2026-05-14 13:00:00,email,human,AE01,52
A00122X03,L100122,2026-05-22 08:00:00,meeting,human,AE02,32
A0012300B,L100123,2026-02-01 15:00:00,task,bot,SDR02,0
A00123X00,L100123,2026-02-06 10:00:00,email,human,AE01,49
A0012400B,L100124,2026-06-16 06:00:00,email,bot,SDR01,0
A0012400H,L100124,2026-06-23 17:00:00,call,human,SDR01,1
A0012401H,L100124,2026-06-26 18:00:00,call,human,SDR01,1
A0012402H,L100124,2026-06-18 12:00:00,call,human,AE07,1
A00124X00,L100124,2026-06-25 15:00:00,meeting,human,AE09,24
A00124X01,L100124,2026-07-02 14:00:00,task,human,AE08,27
A00124X02,L100124,2026-06-23 12:00:00,whatsapp,human,AE09,50
A00124X03,L100124,2026-06-23 16:00:00,task,human,AE07,16
A00125X00,L100125,2026-04-11 19:00:00,whatsapp,human,AE08,42
A00125X01,L100125,2026-04-04 10:00:00,task,human,AE07,46
A00125X02,L100125,2026-04-12 15:00:00,email,human,AE08,31
A0012600B,L100126,2026-06-20 20:00:00,task,system,,0
A0012600H,L100126,2026-06-22 17:00:00,call,human,SDR02,1
A0012601H,L100126,2026-06-25 11:00:00,call,human,SDR02,1
A0012602H,L100126,2026-06-24 21:00:00,call,human,AE05,2
A0012603H,L100126,2026-06-25 14:00:00,call,human,AE05,2
A0012604H,L100126,2026-06-23 16:00:00,call,human,AE06,5
A0012700B,L100127,2026-01-28 11:00:00,whatsapp,bot,SDR02,0
A0012700H,L100127,2026-02-07 16:00:00,call,human,SDR02,9
A0012701H,L100127,2026-01-31 11:00:00,call,human,SDR02,1
A0012702H,L100127,2026-01-31 19:00:00,call,human,AE08,8
A0012800B,L100128,2026-04-04 02:00:00,email,system,,0
A0012900B,L100129,2026-05-08 07:00:00,email,system,,0
A0012900H,L100129,2026-05-08 15:00:00,call,human,SDR01,6
A00129X00,L100129,2026-05-22 16:00:00,meeting,human,AE08,49
A00129X01,L100129,2026-05-10 17:00:00,meeting,human,AE08,17
A00129X02,L100129,2026-05-17 15:00:00,whatsapp,human,AE07,9
A00129X03,L100129,2026-05-25 13:00:00,task,human,AE07,29
A0013000B,L100130,2026-04-03 15:00:00,task,system,,0
A0013000H,L100130,2026-04-03 08:00:00,call,human,SDR02,1
A00130X00,L100130,2026-04-17 10:00:00,email,human,AE05,25
A00130X01,L100130,2026-04-12 19:00:00,whatsapp,human,AE06,60
A00130X02,L100130,2026-04-04 16:00:00,meeting,human,AE06,12
A0013100B,L100131,2026-03-25 11:00:00,whatsapp,bot,SDR01,0
A0013101B,L100131,2026-03-24 10:00:00,email,bot,SDR01,0
A0013100H,L100131,2026-03-23 20:00:00,call,human,SDR01,5
A0013101H,L100131,2026-03-25 21:00:00,call,human,SDR01,5
A0013102H,L100131,2026-03-23 12:00:00,call,human,AE06,1
A0013103H,L100131,2026-03-27 19:00:00,call,human,AE05,1
A0013104H,L100131,2026-04-02 16:00:00,call,human,AE04,3
A00131X00,L100131,2026-03-22 17:00:00,task,human,AE06,51
A00131X01,L100131,2026-04-09 10:00:00,whatsapp,human,AE03,36
A00131X02,L100131,2026-04-05 14:00:00,note,human,AE05,12
A0013200B,L100132,2026-02-01 23:00:00,whatsapp,bot,SDR02,0
A0013201B,L100132,2026-02-02 11:00:00,task,bot,SDR02,0
A0013202B,L100132,2026-02-02 10:00:00,task,system,,0
A0013200H,L100132,2026-02-13 16:00:00,call,human,SDR02,6
A0013201H,L100132,2026-02-04 09:00:00,call,human,SDR02,1
A0013300B,L100133,2026-03-11 13:00:00,email,bot,SDR01,0
A0013301B,L100133,2026-03-12 15:00:00,email,bot,SDR01,0
A0013302B,L100133,2026-03-12 01:00:00,whatsapp,bot,SDR01,0
A0013300H,L100133,2026-03-17 11:00:00,call,human,SDR01,1
A0013301H,L100133,2026-03-13 19:00:00,call,human,SDR01,1
A0013302H,L100133,2026-03-16 21:00:00,call,human,AE03,6
A00133X00,L100133,2026-03-18 15:00:00,email,human,AE05,50
A0013400B,L100134,2026-02-13 15:00:00,task,bot,SDR01,0
A0013401B,L100134,2026-02-15 07:00:00,email,bot,SDR01,0
A0013402B,L100134,2026-02-13 11:00:00,email,system,,0
A0013400H,L100134,2026-02-21 16:00:00,call,human,SDR01,9
A0013401H,L100134,2026-02-25 21:00:00,call,human,SDR01,1
A0013402H,L100134,2026-02-23 20:00:00,call,human,AE08,8
A0013403H,L100134,2026-02-14 17:00:00,call,human,AE09,8
A00134X00,L100134,2026-03-04 12:00:00,task,human,AE07,41
A0013500B,L100135,2026-02-25 16:00:00,task,system,,0
A0013500H,L100135,2026-03-09 11:00:00,call,human,SDR02,5
A0013501H,L100135,2026-03-01 10:00:00,call,human,SDR02,4
A0013502H,L100135,2026-02-24 17:00:00,call,human,AE06,1
A0013503H,L100135,2026-03-01 10:00:00,call,human,AE01,6
A00135X00,L100135,2026-02-27 14:00:00,email,human,AE01,58
A00135X01,L100135,2026-03-11 11:00:00,email,human,AE02,12
A00135X02,L100135,2026-03-07 18:00:00,task,human,AE06,49
A00135X03,L100135,2026-02-27 12:00:00,meeting,human,AE06,43
A0013600H,L100136,2026-05-05 10:00:00,call,human,SDR03,1
A0013601H,L100136,2026-05-04 18:00:00,call,human,SDR03,9
A0013700B,L100137,2026-04-28 12:00:00,whatsapp,system,,0
A0013700H,L100137,2026-05-08 20:00:00,call,human,SDR01,9
A00137X00,L100137,2026-04-26 17:00:00,task,human,AE01,25
A00137X01,L100137,2026-05-09 17:00:00,note,human,AE05,22
A0013800B,L100138,2026-04-22 19:00:00,whatsapp,bot,SDR02,0
A0013801B,L100138,2026-04-21 02:00:00,task,system,,0
A0013802B,L100138,2026-04-21 17:00:00,whatsapp,bot,SDR02,0
A0013800H,L100138,2026-04-28 10:00:00,call,human,SDR02,1
A0013801H,L100138,2026-04-22 16:00:00,call,human,SDR02,7
A0013802H,L100138,2026-04-27 13:00:00,call,human,AE08,1
A0013803H,L100138,2026-04-22 18:00:00,call,human,AE07,1
