lead_id,bot_variant,first_bot_touch_at,first_touch_local_hour,after_hours_flag,num_messages_sent,replied_flag,meeting_booked_by_bot_flag,handoff_to_rep_delay_minutes
L102550,Periskope-B,2026-05-18 17:00:00,12,0,7,1,0,88
L102552,Periskope-A,2026-04-07 05:00:00,0,1,8,0,0,50
L102554,Periskope-B,2026-04-08 23:00:00,19,1,5,1,0,50
L102555,Periskope-B,2026-05-31 23:00:00,18,0,4,1,1,30
L102556,Periskope-A,2026-06-25 14:00:00,8,0,4,0,0,87
L102557,Periskope-B,2026-06-17 21:00:00,15,0,4,0,0,6
L102558,Periskope-A,2026-02-02 02:00:00,21,1,5,0,0,79
L102559,Periskope-A,2026-04-20 19:00:00,15,0,8,0,0,5
L102560,Periskope-A,2026-01-19 17:00:00,11,0,3,1,0,20
L102561,Periskope-A,2026-05-03 23:00:00,18,0,8,0,0,133
L102562,Periskope-A,2026-06-30 03:00:00,22,1,5,1,0,23
L102564,Periskope-A,2026-04-29 21:00:00,16,0,2,0,0,83
L102565,Periskope-A,2026-06-22 08:00:00,2,1,9,1,0,65
L102566,Periskope-B,2026-06-05 19:00:00,13,0,2,0,0,27
L102567,Periskope-A,2026-03-13 12:00:00,8,1,8,0,0,75
L102568,Periskope-A,2026-01-21 07:00:00,1,1,7,0,0,84
L102569,Periskope-B,2026-06-19 23:00:00,18,0,9,0,0,30
L102570,Periskope-B,2026-06-16 15:00:00,9,0,9,0,0,72
L102571,Periskope-A,2026-04-16 14:00:00,9,0,3,0,0,81
L102572,Periskope-B,2026-06-27 21:00:00,15,0,7,0,0,36
L102574,Periskope-B,2026-04-23 18:00:00,13,0,3,1,0,7
L102576,Periskope-A,2026-06-19 18:00:00,12,0,4,0,0,93
L102579,Periskope-B,2026-04-12 16:00:00,10,0,3,1,0,19
L102582,Periskope-A,2026-03-04 04:00:00,23,1,2,0,0,57
L102583,Periskope-B,2026-05-17 08:00:00,2,1,3,0,0,70
L102584,Periskope-A,2026-01-30 09:00:00,4,1,7,1,1,80
L102585,Periskope-B,2026-06-05 19:00:00,14,0,9,0,0,228
L102587,Periskope-A,2026-04-02 05:00:00,0,1,9,0,0,5
L102590,Periskope-A,2026-03-23 23:00:00,18,0,4,0,0,28
L102592,Periskope-A,2026-04-15 21:00:00,17,0,8,0,0,87
L102594,Periskope-A,2026-06-20 00:00:00,19,1,8,1,0,5
L102595,Periskope-A,2026-03-02 23:00:00,17,0,4,1,0,54
L102596,Periskope-B,2026-06-10 15:00:00,10,0,8,1,0,5
L102597,Periskope-A,2026-06-11 16:00:00,12,0,3,0,0,55
L102598,Periskope-B,2026-06-29 15:00:00,9,0,4,0,0,5
L102599,Periskope-A,2026-03-10 06:00:00,1,1,5,1,0,26
L102601,Periskope-B,2026-04-14 04:00:00,22,1,9,0,0,5
L102602,Periskope-A,2026-01-11 19:00:00,15,0,6,1,0,43
L102603,Periskope-A,2026-02-18 03:00:00,22,1,9,1,0,157
L102606,Periskope-A,2026-03-20 17:00:00,11,0,9,0,0,52
L102607,Periskope-A,2026-05-22 00:00:00,19,1,3,0,0,5
L102609,Periskope-A,2026-04-02 10:00:00,5,1,4,0,0,5
L102610,Periskope-A,2026-02-08 04:00:00,23,1,3,0,0,45
L102611,Periskope-A,2026-04-08 13:00:00,8,0,8,0,0,59
L102612,Periskope-A,2026-02-13 07:00:00,1,1,4,0,0,46
L102613,Periskope-B,2026-06-24 14:00:00,9,0,2,0,0,70
L102614,Periskope-A,2026-01-15 23:00:00,17,0,4,1,0,115
L102616,Periskope-B,2026-05-25 04:00:00,0,1,9,0,0,43
L102622,Periskope-B,2026-06-25 05:00:00,0,1,6,0,0,207
L102623,Periskope-A,2026-06-09 06:00:00,0,1,8,0,0,28
L102625,Periskope-A,2026-03-11 01:00:00,19,1,5,1,1,5
L102626,Periskope-A,2026-01-23 17:00:00,12,0,6,1,0,116
L102627,Periskope-A,2026-01-19 05:00:00,23,1,5,0,0,106
L102628,Periskope-B,2026-03-13 22:00:00,16,0,7,0,0,102
L102629,Periskope-A,2026-05-28 14:00:00,8,0,6,0,0,18
L102630,Periskope-A,2026-04-04 22:00:00,17,0,4,0,0,13
L102631,Periskope-A,2026-03-31 22:00:00,16,0,2,0,0,49
L102632,Periskope-A,2026-02-15 13:00:00,9,0,4,0,0,17
L102634,Periskope-A,2026-04-27 01:00:00,21,1,5,0,0,91
L102638,Periskope-A,2026-06-16 11:00:00,6,1,4,0,0,48
L102643,Periskope-B,2026-03-18 00:00:00,19,1,7,0,0,270
L102644,Periskope-A,2026-01-26 00:00:00,18,0,3,0,0,157
L102645,Periskope-A,2026-01-22 00:00:00,18,0,9,0,0,74
L102646,Periskope-B,2026-06-09 16:00:00,10,0,8,0,0,264
L102647,Periskope-A,2026-05-24 06:00:00,0,1,4,0,0,68
L102648,Periskope-A,2026-02-12 15:00:00,10,0,8,1,0,131
L102650,Periskope-A,2026-01-13 07:00:00,1,1,6,0,0,102
L102651,Periskope-A,2026-02-23 14:00:00,9,0,3,0,0,42
L102654,Periskope-B,2026-05-14 09:00:00,4,1,6,0,0,141
L102656,Periskope-A,2026-01-14 16:00:00,12,0,6,0,0,15
L102658,Periskope-A,2026-06-21 09:00:00,5,1,3,0,0,65
L102659,Periskope-B,2026-04-06 07:00:00,2,1,4,1,0,260
L102660,Periskope-B,2026-04-02 07:00:00,2,1,7,0,0,5
L102661,Periskope-A,2026-03-27 20:00:00,15,0,9,1,0,21
L102662,Periskope-B,2026-03-20 01:00:00,21,1,9,0,0,46
L102663,Periskope-B,2026-05-06 09:00:00,4,1,8,0,0,5
L102664,Periskope-B,2026-04-17 23:00:00,17,0,2,0,0,46
L102665,Periskope-A,2026-01-30 00:00:00,19,1,9,0,0,5
L102666,Periskope-A,2026-04-26 17:00:00,11,0,5,1,0,41
L102670,Periskope-A,2026-05-26 09:00:00,5,1,5,0,0,5
L102671,Periskope-A,2026-04-22 08:00:00,4,1,9,0,0,61
L102672,Periskope-A,2026-01-27 12:00:00,6,1,9,0,0,5
L102673,Periskope-A,2026-01-10 20:00:00,14,0,8,0,0,19
L102675,Periskope-B,2026-03-25 04:00:00,23,1,8,1,0,234
L102677,Periskope-B,2026-04-06 03:00:00,21,1,3,0,0,73
L102678,Periskope-B,2026-06-19 09:00:00,3,1,6,0,0,141
L102679,Periskope-A,2026-02-08 13:00:00,7,1,9,0,0,102
L102680,Periskope-B,2026-03-24 14:00:00,9,0,5,1,1,8
L102681,Periskope-A,2026-01-28 16:00:00,11,0,5,1,0,30
L102682,Periskope-B,2026-04-16 03:00:00,21,1,7,1,0,119
L102683,Periskope-A,2026-02-04 16:00:00,10,0,2,0,0,86
L102687,Periskope-A,2026-01-19 17:00:00,12,0,9,0,0,67
L102688,Periskope-A,2026-04-03 10:00:00,5,1,7,1,0,109
L102689,Periskope-A,2026-06-21 05:00:00,0,1,8,0,0,85
L102693,Periskope-A,2026-05-29 15:00:00,10,0,2,0,0,5
L102694,Periskope-A,2026-03-17 04:00:00,0,1,5,0,0,5
L102695,Periskope-A,2026-06-28 10:00:00,5,1,7,1,1,103
L102696,Periskope-A,2026-02-16 19:00:00,13,0,7,0,0,43
L102697,Periskope-A,2026-01-16 17:00:00,12,0,6,1,1,5
L102698,Periskope-B,2026-04-16 01:00:00,19,1,9,0,0,82
L102699,Periskope-A,2026-04-28 15:00:00,10,0,9,0,0,5
L102700,Periskope-B,2026-07-01 21:00:00,17,0,7,0,0,223
L102703,Periskope-A,2026-04-26 02:00:00,22,1,3,0,0,95
L102704,Periskope-B,2026-03-08 13:00:00,8,1,4,0,0,229
L102706,Periskope-A,2026-01-25 09:00:00,5,1,5,1,1,22
L102707,Periskope-A,2026-03-22 19:00:00,14,0,3,0,0,12
L102708,Periskope-B,2026-03-08 05:00:00,23,1,4,0,0,186
L102709,Periskope-A,2026-01-08 12:00:00,8,0,6,1,1,5
L102710,Periskope-A,2026-02-07 04:00:00,22,1,8,0,0,44
L102711,Periskope-B,2026-04-07 22:00:00,16,0,6,0,0,254
L102712,Periskope-A,2026-03-10 02:00:00,21,1,6,0,0,162
L102713,Periskope-B,2026-06-29 00:00:00,19,1,4,0,0,5
L102714,Periskope-B,2026-03-28 16:00:00,10,0,2,0,0,5
L102715,Periskope-A,2026-06-23 19:00:00,14,0,4,0,0,85
L102716,Periskope-A,2026-04-30 05:00:00,23,1,3,0,0,136
L102717,Periskope-A,2026-01-10 11:00:00,6,1,7,0,0,45
L102719,Periskope-A,2026-05-08 04:00:00,22,1,4,0,0,41
L102720,Periskope-A,2026-04-10 16:00:00,10,0,6,0,0,109
L102722,Periskope-A,2026-04-05 11:00:00,5,1,5,0,0,66
L102723,Periskope-B,2026-06-14 16:00:00,11,0,4,0,0,185
L102725,Periskope-A,2026-01-10 23:00:00,18,0,4,0,0,27
L102729,Periskope-A,2026-06-01 11:00:00,5,1,3,0,0,31
L102731,Periskope-A,2026-01-22 00:00:00,18,0,6,0,0,17
L102732,Periskope-A,2026-02-22 07:00:00,1,1,6,0,0,82
L102735,Periskope-A,2026-06-03 03:00:00,21,1,6,0,0,74
L102737,Periskope-A,2026-01-31 15:00:00,11,0,9,0,0,118
L102739,Periskope-B,2026-04-07 09:00:00,4,1,2,0,0,75
L102743,Periskope-A,2026-04-15 13:00:00,7,1,5,0,0,26
L102745,Periskope-A,2026-03-15 22:00:00,16,0,7,1,1,71
L102747,Periskope-A,2026-03-22 02:00:00,20,1,8,0,0,39
L102748,Periskope-B,2026-07-01 17:00:00,13,0,4,1,1,74
L102749,Periskope-A,2026-01-14 13:00:00,7,1,2,0,0,65
L102751,Periskope-B,2026-06-26 03:00:00,22,1,5,0,0,5
L102752,Periskope-A,2026-02-23 00:00:00,19,1,6,0,0,155
L102754,Periskope-A,2026-05-26 01:00:00,19,1,2,0,0,94
L102755,Periskope-A,2026-02-05 11:00:00,5,1,5,0,0,102
L102761,Periskope-A,2026-01-19 06:00:00,1,1,4,1,1,40
L102762,Periskope-A,2026-05-02 02:00:00,20,1,3,0,0,163
L102763,Periskope-A,2026-06-08 10:00:00,5,1,7,0,0,52
L102765,Periskope-A,2026-05-10 03:00:00,23,1,8,0,0,85
L102767,Periskope-A,2026-06-02 14:00:00,8,0,4,1,1,49
L102768,Periskope-A,2026-01-25 22:00:00,16,0,2,1,0,34
L102769,Periskope-B,2026-06-28 16:00:00,11,0,3,0,0,53
L102770,Periskope-A,2026-04-25 08:00:00,2,1,9,0,0,39
L102772,Periskope-B,2026-03-07 05:00:00,0,1,6,0,0,64
L102773,Periskope-B,2026-06-21 05:00:00,1,1,8,0,0,62
L102774,Periskope-B,2026-04-25 23:00:00,17,0,5,1,1,5
L102776,Periskope-B,2026-06-18 16:00:00,10,0,4,0,0,6
L102777,Periskope-A,2026-05-27 23:00:00,17,0,6,0,0,96
L102778,Periskope-A,2026-02-25 09:00:00,4,1,2,0,0,144
L102779,Periskope-B,2026-04-11 19:00:00,13,0,7,0,0,5
L102780,Periskope-A,2026-03-12 16:00:00,11,0,4,0,0,102
L102781,Periskope-A,2026-04-09 14:00:00,9,0,4,0,0,41
L102782,Periskope-A,2026-06-26 10:00:00,4,1,4,0,0,119
L102783,Periskope-B,2026-06-14 03:00:00,22,1,2,0,0,60
L102787,Periskope-A,2026-05-09 02:00:00,20,1,3,0,0,78
L102789,Periskope-A,2026-03-29 11:00:00,6,1,9,0,0,142
L102791,Periskope-A,2026-03-26 19:00:00,14,0,9,0,0,5
L102792,Periskope-A,2026-06-07 09:00:00,3,1,9,1,0,41
L102793,Periskope-B,2026-03-11 13:00:00,7,1,6,0,0,24
L102794,Periskope-A,2026-02-21 13:00:00,7,1,2,0,0,80
L102795,Periskope-A,2026-03-09 04:00:00,23,1,7,0,0,94
L102796,Periskope-A,2026-02-06 01:00:00,19,1,2,0,0,58
L102797,Periskope-A,2026-03-12 04:00:00,22,1,5,1,0,161
L102798,Periskope-A,2026-01-21 14:00:00,10,0,9,0,0,74
L102800,Periskope-A,2026-05-12 14:00:00,9,0,7,1,1,127
L102802,Periskope-B,2026-04-13 02:00:00,20,1,3,0,0,30
L102803,Periskope-B,2026-05-24 19:00:00,14,0,7,0,0,40
L102804,Periskope-B,2026-05-14 12:00:00,7,1,4,0,0,5
L102805,Periskope-B,2026-03-24 07:00:00,2,1,8,0,0,120
L102809,Periskope-B,2026-04-21 15:00:00,10,0,3,0,0,246
L102810,Periskope-A,2026-01-16 18:00:00,13,0,3,0,0,38
L102811,Periskope-A,2026-01-08 14:00:00,8,1,9,0,0,121
L102812,Periskope-A,2026-02-27 22:00:00,17,0,6,0,0,5
L102813,Periskope-A,2026-01-30 14:00:00,10,0,7,0,0,66
L102819,Periskope-A,2026-02-11 15:00:00,9,0,9,0,0,99
L102820,Periskope-B,2026-03-13 23:00:00,17,0,8,0,0,41
L102821,Periskope-B,2026-04-06 15:00:00,10,0,6,1,0,33
L102822,Periskope-B,2026-05-02 11:00:00,6,1,2,0,0,80
L102824,Periskope-A,2026-06-09 00:00:00,18,0,5,1,1,44
L102825,Periskope-B,2026-06-26 17:00:00,11,0,7,1,0,152
L102826,Periskope-A,2026-01-09 02:00:00,21,1,7,0,0,35
L102828,Periskope-B,2026-04-13 22:00:00,17,0,8,0,0,66
L102829,Periskope-A,2026-01-09 15:00:00,11,0,9,0,0,80
L102830,Periskope-B,2026-03-08 20:00:00,14,0,3,1,1,64
L102831,Periskope-A,2026-01-30 06:00:00,0,1,8,0,0,28
L102832,Periskope-A,2026-06-18 03:00:00,21,1,6,0,0,16
L102835,Periskope-A,2026-02-06 12:00:00,7,1,8,0,0,133
L102838,Periskope-A,2026-03-09 18:00:00,14,0,6,1,0,120
L102840,Periskope-A,2026-02-18 13:00:00,8,0,2,0,0,67
L102841,Periskope-B,2026-04-10 11:00:00,6,1,6,0,0,55
L102842,Periskope-A,2026-05-01 22:00:00,17,0,9,0,0,31
L102843,Periskope-A,2026-04-24 06:00:00,1,1,3,0,0,28
L102845,Periskope-A,2026-02-07 05:00:00,0,1,7,1,0,66
L102846,Periskope-B,2026-04-02 19:00:00,13,0,8,0,0,26
L102847,Periskope-A,2026-05-27 23:00:00,18,0,5,0,0,89
L102848,Periskope-A,2026-06-07 08:00:00,2,1,3,0,0,38
L102849,Periskope-B,2026-04-22 21:00:00,15,0,4,0,0,34
L102850,Periskope-A,2026-04-28 21:00:00,15,0,3,1,1,15
L102852,Periskope-A,2026-04-25 10:00:00,4,1,8,0,0,95
L102856,Periskope-A,2026-01-23 15:00:00,9,0,5,0,0,16
L102857,Periskope-A,2026-01-18 21:00:00,17,0,8,0,0,118
L102858,Periskope-B,2026-03-29 16:00:00,10,0,2,0,0,214
L102859,Periskope-A,2026-02-10 21:00:00,15,0,9,0,0,34
L102860,Periskope-A,2026-03-16 08:00:00,3,1,8,0,0,93
L102861,Periskope-A,2026-03-22 15:00:00,9,0,9,0,0,50
L102863,Periskope-B,2026-06-21 21:00:00,16,0,8,0,0,24
L102864,Periskope-A,2026-06-04 05:00:00,23,1,7,0,0,57
L102865,Periskope-B,2026-03-11 00:00:00,19,1,3,0,0,101
L102868,Periskope-A,2026-01-23 06:00:00,1,1,8,0,0,20
L102869,Periskope-A,2026-04-10 04:00:00,22,1,5,1,0,5
L102870,Periskope-A,2026-03-19 12:00:00,6,1,3,1,0,126
L102872,Periskope-A,2026-04-23 18:00:00,12,0,3,0,0,5
L102873,Periskope-A,2026-02-28 07:00:00,1,1,4,0,0,65
L102874,Periskope-A,2026-02-03 05:00:00,23,1,6,0,0,120
L102875,Periskope-A,2026-04-29 05:00:00,0,1,3,0,0,73
L102876,Periskope-A,2026-02-02 10:00:00,6,1,7,1,0,75
L102877,Periskope-A,2026-05-04 18:00:00,13,0,4,0,0,152
L102879,Periskope-B,2026-03-22 02:00:00,21,1,4,0,0,5
L102880,Periskope-B,2026-05-27 16:00:00,10,0,9,0,0,76
L102882,Periskope-B,2026-05-20 02:00:00,22,1,4,0,0,118
L102883,Periskope-A,2026-05-13 19:00:00,13,0,7,0,0,5
L102884,Periskope-A,2026-06-15 23:00:00,17,0,6,0,0,34
L102885,Periskope-A,2026-02-01 18:00:00,12,0,7,0,0,5
L102886,Periskope-A,2026-05-11 15:00:00,10,0,6,0,0,43
L102887,Periskope-A,2026-06-21 23:00:00,19,1,7,1,0,39
L102889,Periskope-A,2026-02-06 15:00:00,9,0,7,1,1,35
L102890,Periskope-A,2026-05-29 16:00:00,10,0,9,0,0,33
L102892,Periskope-A,2026-04-18 22:00:00,16,0,3,0,0,41
L102893,Periskope-B,2026-04-01 11:00:00,6,1,3,0,0,13
L102894,Periskope-A,2026-04-08 05:00:00,0,1,9,1,1,8
L102895,Periskope-A,2026-04-06 09:00:00,4,1,3,0,0,71
L102896,Periskope-A,2026-01-08 16:00:00,11,0,9,0,0,5
L102899,Periskope-B,2026-03-23 18:00:00,14,0,9,1,0,66
L102900,Periskope-A,2026-02-20 22:00:00,18,0,9,0,0,34
L102901,Periskope-B,2026-07-02 16:00:00,10,0,4,0,0,290
L102903,Periskope-B,2026-04-01 13:00:00,7,1,4,1,0,44
L102904,Periskope-A,2026-04-05 20:00:00,15,0,7,0,0,82
L102905,Periskope-B,2026-03-30 09:00:00,5,1,9,1,0,5
L102906,Periskope-A,2026-06-18 22:00:00,17,0,8,1,1,16
L102907,Periskope-A,2026-03-18 13:00:00,8,1,7,0,0,78
L102911,Periskope-A,2026-04-19 01:00:00,21,1,7,0,0,51
L102913,Periskope-A,2026-02-11 20:00:00,15,0,3,0,0,70
L102914,Periskope-B,2026-05-12 03:00:00,21,1,9,1,1,127
L102915,Periskope-A,2026-04-27 03:00:00,22,1,9,0,0,65
L102919,Periskope-B,2026-06-28 11:00:00,5,1,4,1,0,107
L102921,Periskope-A,2026-03-26 21:00:00,15,0,5,0,0,67
L102922,Periskope-A,2026-04-02 19:00:00,14,0,3,0,0,41
L102923,Periskope-B,2026-06-14 15:00:00,10,0,5,0,0,24
L102925,Periskope-B,2026-03-30 19:00:00,15,0,8,1,1,95
L102928,Periskope-B,2026-05-27 05:00:00,23,1,5,0,0,286
L102929,Periskope-B,2026-05-31 22:00:00,16,0,6,0,0,48
L102930,Periskope-B,2026-05-11 13:00:00,7,1,2,0,0,98
L102931,Periskope-A,2026-04-29 12:00:00,7,1,7,1,1,5
L102932,Periskope-B,2026-05-16 01:00:00,20,1,8,0,0,22
L102934,Periskope-B,2026-06-14 05:00:00,1,1,2,0,0,33
L102935,Periskope-A,2026-03-20 17:00:00,12,0,3,0,0,99
L102936,Periskope-A,2026-03-25 07:00:00,1,1,5,0,0,5
L102941,Periskope-A,2026-04-25 14:00:00,8,0,2,0,0,5
L102942,Periskope-A,2026-02-26 04:00:00,22,1,9,1,1,152
L102943,Periskope-B,2026-03-05 01:00:00,20,1,8,0,0,22
L102944,Periskope-B,2026-03-20 23:00:00,18,0,9,0,0,36
L102948,Periskope-B,2026-06-20 20:00:00,15,0,6,0,0,122
L102950,Periskope-A,2026-05-10 05:00:00,23,1,7,0,0,32
L102951,Periskope-A,2026-03-11 16:00:00,12,0,7,0,0,112
L102953,Periskope-A,2026-03-20 11:00:00,5,1,5,0,0,39
L102955,Periskope-A,2026-05-28 03:00:00,22,1,3,0,0,5
L102956,Periskope-A,2026-03-08 20:00:00,15,0,3,1,0,114
L102957,Periskope-A,2026-04-04 04:00:00,23,1,3,1,0,30
L102959,Periskope-A,2026-05-15 02:00:00,22,1,3,0,0,109
L102961,Periskope-A,2026-03-27 20:00:00,15,0,7,0,0,80
L102964,Periskope-B,2026-04-21 21:00:00,15,0,5,1,0,121
L102965,Periskope-A,2026-05-15 19:00:00,13,0,5,0,0,57
L102966,Periskope-A,2026-03-07 20:00:00,15,0,7,0,0,79
L102968,Periskope-A,2026-03-12 15:00:00,9,0,2,0,0,84
L102969,Periskope-A,2026-02-05 05:00:00,0,1,6,0,0,59
L102970,Periskope-A,2026-03-09 18:00:00,13,0,2,0,0,51
L102971,Periskope-A,2026-04-26 07:00:00,2,1,2,0,0,48
L102972,Periskope-A,2026-01-22 08:00:00,3,1,6,1,0,118
L102973,Periskope-A,2026-05-18 16:00:00,11,0,3,0,0,46
L102978,Periskope-B,2026-04-12 10:00:00,4,1,3,0,0,5
L102979,Periskope-A,2026-01-22 23:00:00,18,0,9,0,0,28
L102980,Periskope-A,2026-01-21 06:00:00,1,1,8,0,0,30
L102981,Periskope-A,2026-06-23 17:00:00,12,0,4,0,0,86
L102982,Periskope-B,2026-05-26 07:00:00,2,1,7,0,0,93
L102983,Periskope-A,2026-01-28 05:00:00,23,1,2,0,0,35
L102984,Periskope-A,2026-02-21 06:00:00,0,1,7,0,0,8
L102985,Periskope-A,2026-02-05 01:00:00,20,1,4,0,0,60
L102986,Periskope-A,2026-03-14 07:00:00,3,1,6,0,0,30
L102988,Periskope-A,2026-03-03 19:00:00,14,0,2,1,1,100
L102992,Periskope-A,2026-05-14 08:00:00,2,1,7,1,0,8
L102993,Periskope-B,2026-05-19 15:00:00,10,0,7,0,0,81
L102996,Periskope-A,2026-06-02 05:00:00,23,1,3,0,0,134
L102998,Periskope-A,2026-05-18 09:00:00,5,1,7,1,0,75
L102999,Periskope-A,2026-03-06 11:00:00,7,1,4,1,0,100
L103000,Periskope-B,2026-05-24 02:00:00,20,1,7,1,1,162
L103001,Periskope-A,2026-03-28 14:00:00,10,0,9,0,0,35
L103003,Periskope-A,2026-01-27 19:00:00,13,0,4,1,0,60
L103004,Periskope-A,2026-03-14 11:00:00,6,1,3,1,1,59
L103005,Periskope-A,2026-02-21 23:00:00,18,0,6,0,0,19
L103009,Periskope-A,2026-01-24 17:00:00,11,0,9,0,0,46
L103010,Periskope-B,2026-05-09 20:00:00,16,0,6,0,0,5
L103012,Periskope-B,2026-06-02 17:00:00,13,0,2,0,0,66
L103015,Periskope-A,2026-01-13 10:00:00,5,1,8,1,0,97
L103016,Periskope-B,2026-03-20 11:00:00,5,1,4,0,0,125
L103020,Periskope-A,2026-04-17 18:00:00,13,0,8,0,0,109
L103021,Periskope-B,2026-05-18 03:00:00,21,1,8,0,0,9
L103023,Periskope-A,2026-05-28 00:00:00,18,0,8,0,0,66
L103024,Periskope-A,2026-02-08 16:00:00,10,0,5,0,0,51
L103026,Periskope-B,2026-03-22 02:00:00,22,1,3,0,0,168
L103027,Periskope-B,2026-05-31 04:00:00,23,1,5,0,0,5
L103030,Periskope-B,2026-03-03 21:00:00,17,0,2,0,0,172
L103032,Periskope-A,2026-02-03 23:00:00,17,0,6,0,0,105
L103035,Periskope-A,2026-03-27 13:00:00,8,0,3,0,0,5
L103037,Periskope-A,2026-03-13 22:00:00,16,0,5,0,0,53
L103038,Periskope-A,2026-05-13 00:00:00,19,1,5,0,0,52
L103039,Periskope-A,2026-02-15 02:00:00,21,1,7,1,1,23
L103040,Periskope-B,2026-06-16 19:00:00,14,0,2,0,0,283
L103041,Periskope-A,2026-05-19 07:00:00,3,1,3,0,0,83
L103043,Periskope-A,2026-02-27 21:00:00,15,0,9,0,0,86
L103044,Periskope-A,2026-02-03 07:00:00,2,1,6,0,0,188
L103045,Periskope-A,2026-02-20 04:00:00,22,1,2,0,0,72
L103048,Periskope-A,2026-01-05 11:00:00,5,1,3,0,0,165
L103049,Periskope-B,2026-03-21 22:00:00,17,0,9,1,1,43
L103051,Periskope-A,2026-02-25 10:00:00,5,1,3,1,1,153
L103053,Periskope-B,2026-03-09 11:00:00,6,1,2,1,1,209
L103054,Periskope-A,2026-06-13 19:00:00,14,0,6,1,0,5
L103057,Periskope-B,2026-05-20 17:00:00,12,0,4,1,1,79
L103058,Periskope-A,2026-01-11 14:00:00,9,0,6,0,0,146
L103061,Periskope-A,2026-04-01 23:00:00,17,0,9,0,0,219
L103066,Periskope-B,2026-04-23 17:00:00,11,0,6,0,0,272
L103070,Periskope-A,2026-03-22 10:00:00,4,1,5,0,0,143
L103071,Periskope-B,2026-06-11 03:00:00,22,1,8,1,1,104
L103073,Periskope-A,2026-06-15 07:00:00,2,1,7,0,0,168
L103074,Periskope-B,2026-04-04 15:00:00,10,0,7,0,0,14
L103075,Periskope-A,2026-05-26 19:00:00,13,0,7,0,0,75
L103076,Periskope-B,2026-03-08 14:00:00,8,1,7,0,0,159
L103077,Periskope-B,2026-03-25 16:00:00,11,0,9,0,0,81
L103079,Periskope-A,2026-01-16 16:00:00,12,0,6,0,0,76
L103080,Periskope-A,2026-05-09 04:00:00,23,1,5,1,0,24
L103082,Periskope-B,2026-04-17 23:00:00,18,0,4,0,0,57
L103083,Periskope-A,2026-03-30 14:00:00,10,0,6,0,0,99
L103085,Periskope-A,2026-04-01 21:00:00,17,0,7,0,0,104
L103087,Periskope-B,2026-03-17 08:00:00,3,1,6,0,0,5
L103088,Periskope-A,2026-03-24 21:00:00,16,0,4,0,0,34
L103089,Periskope-A,2026-04-14 03:00:00,21,1,9,0,0,143
L103090,Periskope-A,2026-05-20 19:00:00,15,0,4,0,0,134
L103091,Periskope-A,2026-04-11 16:00:00,10,0,2,0,0,86
L103093,Periskope-B,2026-06-02 23:00:00,17,0,9,0,0,209
L103095,Periskope-A,2026-01-20 01:00:00,21,1,2,0,0,33
L103096,Periskope-B,2026-05-10 21:00:00,15,0,2,0,0,170
L103097,Periskope-A,2026-02-12 02:00:00,21,1,6,0,0,125
L103099,Periskope-B,2026-05-24 12:00:00,6,1,5,1,1,102
L103100,Periskope-A,2026-01-14 11:00:00,6,1,6,1,1,13
L103102,Periskope-A,2026-05-21 17:00:00,11,0,4,1,0,7
L103104,Periskope-A,2026-05-03 08:00:00,2,1,4,0,0,83
L103107,Periskope-A,2026-06-13 05:00:00,23,1,5,0,0,19
L103109,Periskope-A,2026-02-27 23:00:00,17,0,5,0,0,64
L103110,Periskope-A,2026-01-24 04:00:00,0,1,6,0,0,16
L103113,Periskope-A,2026-02-20 22:00:00,18,0,2,0,0,43
L103117,Periskope-B,2026-06-19 23:00:00,18,0,8,1,1,88
L103119,Periskope-B,2026-03-04 22:00:00,17,0,3,0,0,10
L103121,Periskope-B,2026-04-12 00:00:00,18,0,8,0,0,266
L103122,Periskope-B,2026-04-22 06:00:00,1,1,4,1,0,251
L103123,Periskope-A,2026-02-25 12:00:00,6,1,3,0,0,103
L103124,Periskope-A,2026-02-08 09:00:00,4,1,9,1,0,63
L103126,Periskope-A,2026-02-10 23:00:00,17,0,4,0,0,190
L103127,Periskope-A,2026-02-07 11:00:00,6,1,7,1,0,65
L103128,Periskope-B,2026-05-18 05:00:00,0,1,6,0,0,31
L103130,Periskope-A,2026-04-25 17:00:00,11,0,4,1,0,24
L103132,Periskope-A,2026-05-20 01:00:00,20,1,7,0,0,74
L103134,Periskope-A,2026-01-12 09:00:00,4,1,2,0,0,105
L103135,Periskope-B,2026-06-02 14:00:00,9,0,3,0,0,161
L103136,Periskope-A,2026-01-03 02:00:00,22,1,7,0,0,155
L103137,Periskope-A,2026-05-05 17:00:00,11,0,6,0,0,94
L103138,Periskope-A,2026-05-03 09:00:00,4,1,8,1,0,83
L103140,Periskope-B,2026-05-16 01:00:00,20,1,8,0,0,29
L103143,Periskope-B,2026-05-29 10:00:00,4,1,6,0,0,249
L103144,Periskope-A,2026-06-27 09:00:00,4,1,5,0,0,67
L103149,Periskope-A,2026-01-26 21:00:00,15,0,2,0,0,20
L103150,Periskope-A,2026-02-24 13:00:00,8,0,5,0,0,55
L103151,Periskope-B,2026-05-04 13:00:00,7,1,9,0,0,120
L103154,Periskope-B,2026-03-19 06:00:00,1,1,8,0,0,81
L103155,Periskope-A,2026-02-14 22:00:00,17,0,7,0,0,62
L103157,Periskope-A,2026-02-20 17:00:00,13,0,3,1,1,107
L103159,Periskope-B,2026-06-24 23:00:00,18,0,8,0,0,194
